titles,authors,result,percent,images
"Rosa e azul – As meninas Cahen d’Anvers, 1881",Pierre-Auguste Renoir,woman,0.4067537486553192,https://assets.masp.org.br/uploads/collection/q3jlwDAxkOhMn7dcqal9KEIa4vDpH2e7.jpg
"O ateliê do estatuário Simões de Almeida, 1883",José Malhoa,man,0.3796420991420746,https://assets.masp.org.br/uploads/collection/7IyNg4X7tgn3a1cIA3NLDcq08aHAEbQ2.jpg
"Panorama da Baía de Guanabara, 1883",Caroline Gower,no_people,0.6596555709838867,https://assets.masp.org.br/uploads/collection/vshRQDnK6WVRNVvoZKgpTvSzenVaeKv2.jpg
"Mulher enxugando o braço esquerdo (após o banho), circa 1884",Edgar Degas,woman,0.7847549915313721,https://assets.masp.org.br/uploads/collection/fX0ZWZk42zxso1FhCwSGoy4fuLaa8SsY.jpg
"Natureza-morta com prato, vaso e flores, 1884-85","Desconhecido, anteriormente atribuído a Vincent van Gogh",woman,0.48253220319747925,https://assets.masp.org.br/uploads/collection/miB6ysVKGoZJLhrTslUe3U3ybCzLXIfg.jpg
"Barcas à margem do rio, 1884",Emmanuel Zamor,no_people,0.5020859837532043,https://assets.masp.org.br/uploads/collection/Zry7Jxe0SLcO8vcS8GXgSyJ013QklunC.jpg
"Marinha com barco, 1895",João Baptista Castagneto,no_people,0.5132105946540833,https://assets.masp.org.br/uploads/collection/rdIQyol60n6R95yd2L5KaHKh50iqoH83.jpg
"Cais do Mercado em Santos, 1885",Benedito Calixto,many people,0.5014946460723877,https://assets.masp.org.br/uploads/collection/lpIJEPhGbWZosHxp98AhgEkmwwX0JLZZ.jpg
"Alegoria da pintura sobre cerâmica, 1885",Columbano,woman,0.7139836549758911,https://assets.masp.org.br/uploads/collection/46mSHGdByJBAuOd7rXbEtcmbJfOmnnnA.jpg
"O ateliê do artista, 1886",José Ferraz de Almeida Júnior,woman,0.44723233580589294,https://assets.masp.org.br/uploads/collection/GWAisbJHeMRuXX1az2bDfs9iYTPcxugo.jpg
"Peixe, 1886",Pedro Alexandrino,woman,0.49247029423713684,https://assets.masp.org.br/uploads/collection/n9IqN4fneNu5PD0hJ1J46rQyxx5UI7JF.jpg
"Uma salva em dia de grande gala na Baía do Rio de Janeiro, 1887",João Baptista Castagneto,many people,0.433488130569458,https://assets.masp.org.br/uploads/collection/qz4YQyfXVbe8ssRo2v7RVAAOjjhNbeoI.jpg
"Casa de quarentena na Ilha Grande, 1887",Nicolau Facchinetti,no_people,0.4086779057979584,https://assets.masp.org.br/uploads/collection/wdhPk85drM59jWbAmRbyJD3looJWkdPZ.jpg
"Madame Cézanne em vermelho, 1888-90",Paul Cézanne,woman,0.8632182478904724,https://assets.masp.org.br/uploads/collection/Nqgfy9HFN4YyFr3mnZRRuFdYbbGGDiAS.jpg
"O grande pinheiro, 1890-96",Paul Cézanne,no_people,0.4317880868911743,https://assets.masp.org.br/uploads/collection/WQv0bzGFQtEqxvEJENcqkbyo1uF9KRoi.jpg
"O escolar (O filho do carteiro – Gamin au Képi), 1888",Vincent van Gogh,woman,0.48833101987838745,https://assets.masp.org.br/uploads/collection/ajTF4SbSv0uinF9u3fj3mndSU8TNG67d.jpg
"Menina com as espigas, 1888",Pierre-Auguste Renoir,woman,0.5045327544212341,https://assets.masp.org.br/uploads/collection/HDZiTBDbqkXTlUb8vVdvfeBuuNy1ljZQ.jpg
"Recanto da Praia de Icaraí, 1888",Nicolau Facchinetti,no_people,0.5597153902053833,https://assets.masp.org.br/uploads/collection/FIiCXnlOsnpraGb38zmfg7keU0G0W2eZ.jpg
"Monsieur Fourcade, 1889",Henri de Toulouse-Lautrec,man,0.26557138562202454,https://assets.masp.org.br/uploads/collection/qVuC9eONqi7pn5RgAZ13K0AbRmTSicQW.jpg
"Caio da Silva Prado, 1889",Pedro Américo,man,0.5284533500671387,https://assets.masp.org.br/uploads/collection/0wn0XKA2nOWIEhNE1gErhGSbtjmw5KqY.jpg
"Niterói, 1889",Nicolau Facchinetti,no_people,0.5062562823295593,https://assets.masp.org.br/uploads/collection/IWevaJPfNI4DpVR4rsaykGSyY0LP3Aaz.jpg
"Banco de pedra no asilo de Saint-Remy, 1889",Vincent van Gogh,no_people,0.7003699541091919,https://assets.masp.org.br/uploads/collection/qXPWeGoLHxGNG5MtVX8UJl5DTCRnonTO.jpg
"A canoa sobre o Epte, circa 1890",Claude Monet,woman,0.35524216294288635,https://assets.masp.org.br/uploads/collection/SJgatLhJRb4sOQMXYCF6HzcDpvL66AmY.jpg
"Quatro bailarinas em cena, 1885-90",Edgar Degas,woman,0.41622260212898254,https://assets.masp.org.br/uploads/collection/KaemapMYXLCxL4eCGx4XMVJNvunb2294.jpg
"O Canal Grande em Veneza, 1890-1900",Félix Ziem,many people,0.4054180979728699,https://assets.masp.org.br/uploads/collection/1OeV7lR4bh6FXpRaHDgji2vJlahRvKUk.jpg
"Wilhelm Bruch, 1890",Hermann Petzet,man,0.521984338760376,https://assets.masp.org.br/uploads/collection/JnoUNhdEiNPfbNCg2kUbWzaSEA4uyTbG.jpg
"A arlesiana, 1890",Vincent van Gogh,woman,0.7238710522651672,https://assets.masp.org.br/uploads/collection/dShAXiYuKn6H1tGA9gl8izcwwLQjFZyF.jpg
"Passeio ao crepúsculo, 1889-90",Vincent van Gogh,man,0.3794178068637848,https://assets.masp.org.br/uploads/collection/vxnOteAWam5Zl74K0eCU5Ls7P9xVBxdv.jpg
"A cachoeira do Rio Sorocaba, 1891",Benedito Calixto,no_people,0.4858274757862091,https://assets.masp.org.br/uploads/collection/AC1fbkHqNYJHkhdjzyZJAvgdCEX9UVWV.jpg
"O vestido estampado, 1891",Édouard Vuillard,woman,0.7399219274520874,https://assets.masp.org.br/uploads/collection/nfO3YiiyYowcYNLCMqnGFvesS3jekKbF.jpg
"Mulher se penteando – Duas mulheres em camisola, 1891",Henri de Toulouse-Lautrec,woman,0.6118704676628113,https://assets.masp.org.br/uploads/collection/LXtaU1wG7tvkMZkSd9S9qwlDBoPYAaIH.jpg
"A roda, 1893",Henri de Toulouse-Lautrec,man,0.4240417778491974,https://assets.masp.org.br/uploads/collection/SmhFynWqwstGqEAKvd9G6eCRxf2bMqwt.jpg
"O ateliê do artista, 1894",José Malhoa,woman,0.7014387249946594,https://assets.masp.org.br/uploads/collection/yTXpcOc1Mk7hrFaV2lI4S3UwwXvYxbXZ.jpg
"Paisagem com rio e barco ao seco em São Paulo (Ponte Grande), 1895",João Baptista Castagneto,no_people,0.5565300583839417,https://assets.masp.org.br/uploads/collection/LMvsIPwubt7raYFa2sGLCRVAKlXtImve.jpg
"Nu, 1895",Eliseu Visconti,woman,0.8913402557373047,https://assets.masp.org.br/uploads/collection/HSPI4eHkQ2BaKkt4wyjOgocwZz6gy1Fn.jpg
"Paz e concórdia, 1895",Pedro Américo,many people,0.5673589706420898,https://assets.masp.org.br/uploads/collection/Hx9OFcCFEZLpE3aDizj7Cdcz7SRkhOBi.jpg
"Natureza-morta com vaso e frutas, 1895",Pedro Alexandrino,woman,0.6077475547790527,https://assets.masp.org.br/uploads/collection/gNaYJS2A22A80hCiTnho7UtpnNkhZqCp.jpg
"A convalescente, circa 1896",Eliseu Visconti,woman,0.6908759474754333,https://assets.masp.org.br/uploads/collection/WPQS3q8vnL81b3Q1wX6ATZWXlbDr34QM.jpg
"Notícias desagradáveis, 1896",Rosalvo Ribeiro,man,0.6200757026672363,https://assets.masp.org.br/uploads/collection/GkuiagtXFj63EeDYuFHkwrFFuJlbWMxD.jpg
"Retrato de homem com cartola: o poeta Hanvin, o homem do fígaro, 1985-90",Giovanni Boldini,man,0.591513991355896,https://assets.masp.org.br/uploads/collection/dNcXvF5OlxvQgXg4AqlLqzKVWONlTjFe.jpg
"Artista com luvas verdes – A cantora Dolly do Café Star de Le Havre, 1899",Henri de Toulouse-Lautrec,woman,0.6975407004356384,https://assets.masp.org.br/uploads/collection/oNdnAyKmgF4Xz5PaGdHm4HJc0wHEe1so.jpg
"Interior com duas crianças, 1899",Rosalvo Ribeiro,man,0.5629868507385254,https://assets.masp.org.br/uploads/collection/t94Vj7AhfmAFMpSjmwhSrmZP36ehM1P2.jpg
"Rampa do Porto do Bispo em Santos, circa 1900",Benedito Calixto,no_people,0.5334458351135254,https://assets.masp.org.br/uploads/collection/1nuiZ3DLPgmSEeTVbJyvP9HfGx6OLWq2.jpg
"Rampa do Porto do Bispo em Santos, 1900",Benedito Calixto,no_people,0.45242971181869507,https://assets.masp.org.br/uploads/collection/PY7pTnvsdOYOjJR0rwIIQaiiVIPOfjFR.jpg
"Paisagem fluvial, 1900",Henri Harpignies,no_people,0.3856099545955658,https://assets.masp.org.br/uploads/collection/t1GlVW8D7ijQLglLtfylcDpX8msBPqcJ.jpg
"Henriette Bruch Schroell, 1900",Hermann Petzet,woman,0.687719464302063,https://assets.masp.org.br/uploads/collection/V2mUgFdFKd8ISjaogcZbJSSlwpmIvn9U.jpg
"Retrato de Octave Raquin, 1901",Henri de Toulouse-Lautrec,man,0.6708635091781616,https://assets.masp.org.br/uploads/collection/GacBd1jcuNtky7ep6TYFVscnudPonyAm.jpg
"Paul Viaud em almirante do século XVIII (o almirante Viaud), 1901",Henri de Toulouse-Lautrec,man,0.4430754780769348,https://assets.masp.org.br/uploads/collection/LwL7pxqoTARuYPq6H3UsvAfy2S7ACzdm.jpg
"Senhora com chápeu de palha (passeio matinal), 1902-05",Giovanni Boldini,woman,0.8108790516853333,https://assets.masp.org.br/uploads/collection/vggKKNULTsMP5N0hxwPHWbWma4SVNttw.jpg
"Retrato de Coco (Claude Renoir), 1903-04",Pierre-Auguste Renoir,woman,0.7819779515266418,https://assets.masp.org.br/uploads/collection/tnVkFNvao07Ni2o3JgDlGzvLFBRiYKLz.jpg
"Mulher enxugando a perna esquerda, 1903",Edgar Degas,woman,0.3840700685977936,https://assets.masp.org.br/uploads/collection/oHXAloOpOVIAHySsSyCVwjDSgLGRAYva.jpg
"Interior de laboratório, 1903",José Júlio de Souza Pinto,no_people,0.2865590453147888,https://assets.masp.org.br/uploads/collection/epbrL5CbzdHsrOef64S9BsxgZDQpOIOg.jpg
"Retrato de Suzanne Bloch, 1904",Pablo Picasso,woman,0.720260739326477,https://assets.masp.org.br/uploads/collection/it5RS5czhm99ukST4LKdXqJfsVf4d2hP.jpg
"Quatro cabeças (Jean Renoir), 1905-06",Pierre-Auguste Renoir,many people,0.4568391740322113,https://assets.masp.org.br/uploads/collection/mVvvoLFzToymcYAI1NueYQRfhp8G7nmM.jpg
"Toalete (Fernande), 1906",Pablo Picasso,woman,0.8612546324729919,https://assets.masp.org.br/uploads/collection/fL1EHoKtUjOTmt9lmdu3cBCDbX4bGCfA.jpg
"Barco na praia, 1907",Rodolfo Chambelland,no_people,0.5848224759101868,https://assets.masp.org.br/uploads/collection/BDraq7xS047fuuguS9XVLA1LSM9RDDUJ.jpg
"Retrato de Claude Renoir, circa 1908",Pierre-Auguste Renoir,man,0.5239301919937134,https://assets.masp.org.br/uploads/collection/xdZUkDeim1jXxNQ5hy76hLDZLZ2SadZc.jpg
"A dama de verde, 1908",Arthur Timótheo da Costa,woman,0.7358906865119934,https://assets.masp.org.br/uploads/collection/YgTFVE5rvsAz2GZWUgaIk9MZp9djc7kP.jpg
"Busto de homem (o atleta), 1909",Pablo Picasso,man,0.49793490767478943,https://assets.masp.org.br/uploads/collection/1iHhVL06WUJRCR7N1NgQlLIB04fcADTw.jpg
"Iracema, 1909",Antônio Parreiras,woman,0.5532127618789673,https://assets.masp.org.br/uploads/collection/rjIQiRpWT6RIPcofoXFS8TdF21gsHf7H.jpg
"O Sena, 1909",Lucílio de Albuquerque,man,0.3663709759712219,https://assets.masp.org.br/uploads/collection/rvvkfYqxiKQbzVy4ooXyMK8HFkwsMhbH.jpg
"Banhista enxugando a perna direita, circa 1910",Pierre-Auguste Renoir,woman,0.8067001104354858,https://assets.masp.org.br/uploads/collection/AFIU5cWX6GQ3abXmszJqXsgCOSksN32x.jpg
"Dois cavaleiros, 1910",Mikhail Larionov,no_people,0.5087271928787231,https://assets.masp.org.br/uploads/collection/0zB2llIAlwkn6pxUfMs0MDGW8tMCF1gt.jpg
"O lenhador, 1910",Ferdinand Hodler,man,0.6168013215065002,https://assets.masp.org.br/uploads/collection/pAVjqvUVKfEXQftq32drIHyXMHg64l7O.jpg
"Veleiros na tempestade, 1910",Max Pechstein,no_people,0.3874821066856384,https://assets.masp.org.br/uploads/collection/l7AH9bbmsBpp0PYEEkRs2UWzqjIsxZo3.jpg
"Banhista enxugando o braço direito – Grande nu sentado, 1912",Pierre-Auguste Renoir,woman,0.7325681447982788,https://assets.masp.org.br/uploads/collection/dPl77lm1x1GydemqTvXgzmGt1kl5Ipyj.jpg
"Pescadores perto do Palazzo Donn'Anna em Posillipo, Nápoles, 1914",Eduardo Dalbono,many people,0.30310627818107605,https://assets.masp.org.br/uploads/collection/YH1vabeVpJyDfgxDPxWd9CLqNFguFo6B.jpg
"Retrato de Diego Rivera, 1916",Amedeo Modigliani,woman,0.6207764148712158,https://assets.masp.org.br/uploads/collection/dl8DKyPPN1nF6rRhygYBnXjeFdX3B6GY.jpg
"A estudante, 1915-16",Anita Malfatti,woman,0.8239376544952393,https://assets.masp.org.br/uploads/collection/qMpcPaBnNkBQtj1CRbjM51EWmFLel0E8.jpg
"Retrato de Leopold Zborowski, 1916-19",Amedeo Modigliani,man,0.7146731019020081,https://assets.masp.org.br/uploads/collection/rUceSX5a9lLwXRHCTk1d3iDLFeSDIQHu.jpg
"Chakoska, 1917",Amedeo Modigliani,woman,0.7542309761047363,https://assets.masp.org.br/uploads/collection/L5qMnfyMtHIWWSoxwgjbIZKJQU1KHZoP.jpg
"Madame G. van Muyden, 1916-17",Amedeo Modigliani,woman,0.8926819562911987,https://assets.masp.org.br/uploads/collection/qAc87QQ56Mmbu9mqQlhpVd7Uf9rgQgjh.jpg
"Renée, 1917",Amedeo Modigliani,woman,0.8211084604263306,https://assets.masp.org.br/uploads/collection/QCnPlk7uHCKt5B88IoOtBIucGRTSuC9k.jpg
"O menino, 1917",Arthur Timótheo da Costa,woman,0.3130311965942383,https://assets.masp.org.br/uploads/collection/lQGqxbuIBEsYPKNoNzd7ktspI2rdMsVI.jpg
"Flores, 1917",Eliseu Visconti,woman,0.4362958073616028,https://assets.masp.org.br/uploads/collection/3OqmtAot0acs8QOY8COSL83eyOrME0AZ.jpg
"Retrato do desembargador Gabriel Gonçalves Gomide, 1917",John Graz,man,0.46531862020492554,https://assets.masp.org.br/uploads/collection/vYzB5UBHOqxfntIhfbggXBftcWzpB6l8.jpg
"Lunia Czcchwska, circa 1918",Amedeo Modigliani,woman,0.8253733515739441,https://assets.masp.org.br/uploads/collection/jDDpF4u0NTXxfmmwYgXJss3yqpGyT106.jpg
"Nus, 1919",Suzanne Valadon,woman,0.5954825282096863,https://assets.masp.org.br/uploads/collection/uRkSH3vw1TgzIVXhJclYyGKplHi5LzVe.jpg
"O torso de gesso, 1919",Henri Matisse,woman,0.7815198302268982,https://assets.masp.org.br/uploads/collection/Q43TTEAKNsak2UwIHWaZzB62DBoRrsv3.jpg
"Marina com regata a velas e rebocador, 1919",Carlos Balliester,no_people,0.4512452781200409,https://assets.masp.org.br/uploads/collection/9SFai6rTwg7wKPDwuGSbBdqPxkIfnw7L.jpg
"A ponte japonesa sobre a lagoa das ninfeias em Giverny, 1920-24",Claude Monet,no_people,0.5213161706924438,https://assets.masp.org.br/uploads/collection/geKNYNddyGmRI7yPN1fuG8ObSTVpc8Bi.jpg
"Interior de indigentes, 1920",Lasar Segall,woman,0.8406693339347839,https://assets.masp.org.br/uploads/collection/ytXRqX1TxtCH7GttfH2XS0wDTA227vFs.jpg
"Composição – Três nus femininos, 1920",André Lhote,woman,0.4420726001262665,https://assets.masp.org.br/uploads/collection/73exMtw1EtEiufybhToVvYEa3rw0xEBa.jpg
"Paisagem de porto, 1920",Othon Friesz,no_people,0.395108163356781,https://assets.masp.org.br/uploads/collection/aMnqt6pBBovDhAbbQFiOuxI9G7nBQY86.jpg
"Fazenda de Brejinho, 1920",João Baptista da Costa,no_people,0.4507882297039032,https://assets.masp.org.br/uploads/collection/nBsbPPeVAzgUQmnJTlKXdflvaq0lqK9v.jpg
"Beduíno, 1920",Rodolfo Amoedo,man,0.488635390996933,https://assets.masp.org.br/uploads/collection/McCeXRFwZA91cEWppw1n4rg5iIHDPjBk.jpg
"Vendedor de gado, 1922",Marc Chagall,woman,0.3532758057117462,https://assets.masp.org.br/uploads/collection/MKI6YYLnw9jF9JJMbsjcxXM3EbETy5eK.jpg
"Paisagem com canoa na margem, 1922",Alfredo Andersen,no_people,0.6580569744110107,https://assets.masp.org.br/uploads/collection/F0IFPWxjWOMtzjzvdl5tPZMxxaWcw6nM.jpg
"Menino nu e tartaruga, 1923",Vicente do Rego Monteiro,man,0.6175451278686523,https://assets.masp.org.br/uploads/collection/riuclbSwcm1GcPD80RP6hvTCNah9cpNO.jpg
"A compoteira de peras, 1923",Fernand Léger,woman,0.33751800656318665,https://assets.masp.org.br/uploads/collection/jwGosjpc6VgQjwYaeJH8mxFNgmR2KiPi.jpg
"Autorretrato, 1940",Victor Brecheret,man,0.45450904965400696,https://assets.masp.org.br/uploads/collection/oOmtMxhrbMXlVx1kxMNfueR4IqBGukA7.jpg
"Retrato de Gianfranco Contini aos dezesseis anos e uma marinha, 1928",Filippo de Pisis,man,0.5945212244987488,https://assets.masp.org.br/uploads/collection/yMGcYs7Jzj1uEkAaww79ytLVWIaAlkt8.jpg
"Paisagem urbana, 1929",Rudolf Jacobi,many people,0.43502140045166016,https://assets.masp.org.br/uploads/collection/MvP6uqhSdVga5XqKYuvZCEh0pA5DapXL.jpg
"Cinco moças de Guaratinguetá, 1930",Emiliano Di Cavalcanti,many people,0.4690539538860321,https://assets.masp.org.br/uploads/collection/Gaqi28lXnpFUdGbi3oGHleENbXlxKHlu.jpg
"Senhora sentada (a conversa), 1904-05",Giovanni Boldini,woman,0.8105210661888123,https://assets.masp.org.br/uploads/collection/tmBDeBZtUhUIBuApvySQPfiYCxAJHLAH.jpg
"A renúncia de ser rei – Aclamação de Amador Bueno, 1931",Oscar Pereira da Silva,many people,0.6483528017997742,https://assets.masp.org.br/uploads/collection/cxmGGWBSGulI0fibI2yA6YA6nKHMzKCr.jpg
"Nu feminino deitado, 1932",Flávio de Carvalho,woman,0.5704130530357361,https://assets.masp.org.br/uploads/collection/dOvJ1mb0mXzIEQKaCMMMPcZx4etlkJmR.jpg
"Busto do Poeta Felippe Daudt d’Oliveira, da série Os Retratos, 1933",Candido Portinari,man,0.6424999833106995,https://assets.masp.org.br/uploads/collection/ucIoaxVzkFN0CMuKPHF728nFNi4hsCCe.jpg
"O lavrador de café, 1934",Candido Portinari,man,0.5784440636634827,https://assets.masp.org.br/uploads/collection/k3Si2GZdIUf7aumoDG5TircajN5MRG8N.jpg
"O senhor Queiroz Lima, da série Os Retratos, 1934",Candido Portinari,man,0.8125325441360474,https://assets.masp.org.br/uploads/collection/QpFzuoh4J1tu3xAQXnczUS04yXTHlGfS.jpg
"Sacré-Coeur de Montmartre e Château des Brouillards, 1934",Maurice Utrillo,no_people,0.37842023372650146,https://assets.masp.org.br/uploads/collection/pTrsIjSgLSQeYAwgFrq2D9AfHt8P58X1.jpg
"Guitarrista e duas figuras femininas, 1934",Marie Laurencin,woman,0.47455617785453796,https://assets.masp.org.br/uploads/collection/0pZRFHPrq7rZfaFVZKHfKcOSCLl2lAsK.jpg
"A sala azul de Trent Park, 1934",Winston Churchill,woman,0.5167768597602844,https://assets.masp.org.br/uploads/collection/FjgXC7F6QnJl60NxNbiCHCK7MMrLbJ2x.jpg
"Rabat, a ponta das Oudaïas, 1935",Albert Marquet,no_people,0.5028545260429382,https://assets.masp.org.br/uploads/collection/BkaxM7CsiC8E6yK85yXEIsuhRwl5n88w.jpg
"Varredores de rua (os garis), 1935",Carlos Prado,no_people,0.6412103176116943,https://assets.masp.org.br/uploads/collection/ZxrLkt4L9sbViKFkBsheWasSJBozpB9R.jpg
"Retrato de Ináh Prudente de Moraes, da série Os Retratos, 1936",Candido Portinari,woman,0.7912801504135132,https://assets.masp.org.br/uploads/collection/rdmzc4OhUxNxv55UIfppQGUtAkdzX5bG.jpg
"Composição – Interior com figuras femininas, 1936",André Lhote,woman,0.8426602482795715,https://assets.masp.org.br/uploads/collection/8yjwD9SlrL0TD3ewNLqxIvgwtuQrvlIO.jpg
"Fuzileiro naval, 1938",Roberto Burle Marx,man,0.5212864875793457,https://assets.masp.org.br/uploads/collection/PbVJVCJZL4htwsc62iRjcbcp6sjEUD0U.jpg
"Moças do Boulevard Raspail, 1939",Noemia Mourão,woman,0.7447137832641602,https://assets.masp.org.br/uploads/collection/8qWJdw7uSbgEswlhJ27kDoHnAsOj1XCp.jpg
"São Francisco, 1941",Candido Portinari,man,0.49683913588523865,https://assets.masp.org.br/uploads/collection/MtfyN3o4PCjXcS1L83OjoC1sWrDpC0bp.jpg
"Autorretrato com marreta, 1941",José Pancetti,man,0.4592991769313812,https://assets.masp.org.br/uploads/collection/iDbOF104k9Zx2qAdVLklMfTitKV48Y5q.jpg
"O último baluarte – A ira das mães, da série Bíblica, 1942-1943, 1942",Candido Portinari,many people,0.49010345339775085,https://assets.masp.org.br/uploads/collection/Onre912TJdyNd0ag8qpvKlZWNEADSzC5.jpg
"Briga de cachorros, 1942",Carybé,woman,0.39037036895751953,https://assets.masp.org.br/uploads/collection/YQxKdSs3mWU5GrHB8mkJEqZ5vf5Lf5sp.jpg
"A grande árvore, 1942",Chaïm Soutine,man,0.3648085296154022,https://assets.masp.org.br/uploads/collection/1h6PV6XQC9L7PWuX2brnRoT0hE4WFnfu.jpg
"Guerra, 1942",Lasar Segall,many people,0.6578826904296875,https://assets.masp.org.br/uploads/collection/Mfh3gGXPxbxRSEcc82yAsoQBM3ii3xOa.jpg
"Duas amigas, circa 1943",Ernesto De Fiori,woman,0.778689444065094,https://assets.masp.org.br/uploads/collection/F3Xn1M9CSXKAvUGrrSsukY4g18cRT7gT.jpg
"A justiça de Salomão, da série Bíblica, 1942-1943, 1943",Candido Portinari,man,0.38703542947769165,https://assets.masp.org.br/uploads/collection/zcnuBd9ZFE83BB9nk6W5uYTWYSRPJk9E.jpg
"O sacrifício de Abrahão, da série Bíblica, 1942-1943, 1943",Candido Portinari,woman,0.5703000426292419,https://assets.masp.org.br/uploads/collection/cXY0J8h7oIzlWA6XzQiMiLyOS1th6nQa.jpg
"O Massacre dos Inocentes, da série Bíblica, 1942-1943, 1943",Candido Portinari,woman,0.42791199684143066,https://assets.masp.org.br/uploads/collection/XhvWvfYrKXEe5nhLjTlBUVq6y2oBl27b.jpg
"As trombetas de Jericó, da série Bíblica, 1942-1943, 1943",Candido Portinari,woman,0.42069011926651,https://assets.masp.org.br/uploads/collection/U2UtvQbSnjptuz51IZfgMgbbChb2lkdL.jpg
"Eremita penitente, ou o profeta, da série Bíblica, 1942-1943, 1943",Candido Portinari,man,0.5647467970848083,https://assets.masp.org.br/uploads/collection/foEFOppDnBq016ejmvMGMBBVWxTwDL2f.jpg
"Marinha com rebocador, 1943",Ernesto De Fiori,no_people,0.3619500696659088,https://assets.masp.org.br/uploads/collection/oivJQfavy4Vky4m2lYtCoJfs9EQYvrXg.jpg
"Retrato do pintor Takaoka, 1943",Kenjiro Masuda,man,0.5198614597320557,https://assets.masp.org.br/uploads/collection/lXfoPECNDjfSMGY30Z8hjNnqlQNxY9tI.jpg
"O carregador (Las ilusiones), 1944",Diego Rivera,man,0.42908552289009094,https://assets.masp.org.br/uploads/collection/lGxfikp7hYhZIC47vwsYFvxnPPRyB0kw.jpg
"Retirantes, da série Retirantes, 1944-1945, 1944",Candido Portinari,no_people,0.3773154318332672,https://assets.masp.org.br/uploads/collection/3FFz5caVWlPQT5P5XkQ2m3qpZS4sva8O.jpg
"Enterro na rede, da série Retirantes, 1944-1945, 1944",Candido Portinari,man,0.3484348654747009,https://assets.masp.org.br/uploads/collection/reRVjCdE9RTDsvXbxMbiVZAidEiyQpQJ.jpg
"Criança morta, da série Retirantes, 1944-1945, 1944",Candido Portinari,many people,0.3155686855316162,https://assets.masp.org.br/uploads/collection/oBGN49CIRSGx2IZGMUApFX5G9pHsa8aR.jpg
"O pranto de Jeremias, da série Bíblica, 1942-1943, 1944",Candido Portinari,man,0.3773828446865082,https://assets.masp.org.br/uploads/collection/NA4NzjsGnR8Xi2sGattwKdHUGain7xhS.jpg
"A ressurreição de Lázaro, da série Bíblica, 1942-1943, 1944",Candido Portinari,woman,0.44862839579582214,https://assets.masp.org.br/uploads/collection/4FSqPcKfgToO1BhRA1l9YJqMLWPjTf96.jpg
"Paisagem, 1944",Ernesto De Fiori,no_people,0.39408552646636963,https://assets.masp.org.br/uploads/collection/Q5Ppik6GoGq7Fc6Nhe4ZL5lGUT8nsiDq.jpg
"A senhora Aimée, da série Os Retratos, 1945",Candido Portinari,woman,0.8556278347969055,https://assets.masp.org.br/uploads/collection/JtYHw63mHkC6yf7F8eCmyabyG6FZpXGx.jpg
"Flores de verão em um vaso, 1945",Nadia Benois,woman,0.5138518810272217,https://assets.masp.org.br/uploads/collection/JAGOl5fNnhzHLsXpJGfiRwP4N4y9Gkzr.jpg
"Frutas (marmelos sobre fundo azul), 1945",Leonard Benatov,no_people,0.37285175919532776,https://assets.masp.org.br/uploads/collection/FxtIddi2egsTfAM9HCRASvH7JxO0LHiF.jpg
"Composição com meia lua, 1945",Alexander Calder,no_people,0.5407065749168396,https://assets.masp.org.br/uploads/collection/yHy2LSyhX0QQMK4lxl8SyPgvVEYs9aBz.jpg
"Composição com fundo amarelo e vermelho, 1945",Alexander Calder,no_people,0.3550800383090973,https://assets.masp.org.br/uploads/collection/kDZvp98rqALYrUSsAQeCMvQCqqA3318y.jpg
"Bryce Canion Translation, 1946",Max Ernst,many people,0.38568249344825745,https://assets.masp.org.br/uploads/collection/xgrp4tQjvmweEvMvHRmBbCyFqNj1yphD.jpg
"Taça da dúvida (Coupe du doute), 1946",Victor Brauner,woman,0.45491737127304077,https://assets.masp.org.br/uploads/collection/fYTdugpdlYlGkzTXHJwkRnphyoeO8io4.jpg
"Composição, 1975",Arcangelo Ianelli,no_people,0.6751859784126282,https://assets.masp.org.br/uploads/collection/w4hNN75CLCpGQBrmxPUNAsd4KlnR5gZ9.jpg
"Composição, 1946",Alexander Calder,woman,0.6075222492218018,https://assets.masp.org.br/uploads/collection/sFov1ju1xgaLaCTYGxuwA43iunl7XbfE.jpg
"Vendedora de flores, 1947",Djanira da Motta e Silva,woman,0.4217093586921692,https://assets.masp.org.br/uploads/collection/se9j3g2W4Ry197TbB9IAacFY4JLMSNz4.jpg
"Harmonia em vermelho-branco-preto, 1947",Wols,woman,0.38473817706108093,https://assets.masp.org.br/uploads/collection/CqLhGXZbEGi4pE8AN2p6MIVhJYO2djTU.jpg
"Os semeadores, 1947",Diego Rivera,woman,0.4070930778980255,https://assets.masp.org.br/uploads/collection/wzMuu6Pxjaemh5x7tvGkZKOrrk1CgbXV.jpg
"Homens serrando toras, 1948",José Antônio da Silva,man,0.4435264468193054,https://assets.masp.org.br/uploads/collection/cIgnk6SiXRbJysJ5hKl0JEUYLivz2Stz.jpg
"Flagelação de um negro, 1948",José Antônio da Silva,many people,0.34474676847457886,https://assets.masp.org.br/uploads/collection/U4NYiuYD6AzTWcATB8CSUz7H1MtI2EtD.jpg
"Colheita de algodão, 1948",José Antônio da Silva,many people,0.3866775631904602,https://assets.masp.org.br/uploads/collection/ihVHgHAWxalzdsaKcMhniqXdgWRrhOXW.jpg
